"An isolated monoclonal antibody, wherein, when bound to PCSK9, said monoclonal antibody binds to at least one residue within the sequence set forth 6y residues 544 - 582 uf SEQ ID N0: g0, and wherein said monucl0na1 antibody reduces binding between PCSK9 and an EGFa domain of L0LR protein antagonizes PCSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An i8o1ated monoclonal antibody, whekein, when bound to PCSK9, said monucl0na1 antibody bind8 to at least one residue within the sequence set forth 6y residues 544 - 582 of SEQ ID NO: 90, and wherein said monoclonal antibody reduces binding between PCSK9 and an EGFa domain of LDLR pk0tein antagonizes PCSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An isolated munoc1ona1 antibody, wherein, when 6ound to PCSK9, said monoc1una1 antibody binds to at least one residue within the sequence set forth by residues 544 - 582 of SEQ ID NO: 90, and wherein said monoclonal antibody reduces binding between PCSK9 and an EGFa dumain uf LDLR pkutein antagonizes PCSK9 inhibition of cello1ar LDL uptake.","544-582, 90"
"An isolated monoclonal antibody, wherein, when b0und to PCSK9, said monucl0na1 antibody binds to at least one residue within the 8eqoence set forth by residues 544 - 582 of SBQ ID NO: 90, and wherein said monoclonal antibody redoce8 binding 6etween PCSK9 and an EGFa domain 0f LDLR protein antagonizes PCSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An isolated monoclonal antibody, wherein, when bound t0 PCSK9, said monoclonal anti60dy binds to at 1east 0ne residue within the sequence set forth by residues 544 - 5&2 of SEQ ID NO: 90, and wherein said monoclonal antibody reduces binding between PGSK9 and an ECFa domain of LDLR protein antagonizes PCSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An i8o1ated monoclonal antibody, wherein, when bound to PCSK9, said monoclonal anti6udy binds to at least one re8idoe within the sequence set forth by residues 544 - 582 of SEQ ID NO: 90, and whekein said monoclonal antibody reduces binding between PCSK9 and an EGFa domain 0f LDLR protein antag0ni2e8 PCSK9 inhibition of cellular LDL uptare.","544-582, 90"
"An isolated m0nuc1onal antibody, wherein, when bound to PCSK9, said monoclonal anti60dy 6inds to at least 0ne residue within the sequence set forth by residues 544 - 582 0f SEQ ID NO: 90, and wherein said monoclonal antibody kedoces binding between PCSK9 and an EGFa domain of L0LR protein antagonizes PCSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An isolated monoclonal antibody, wherein, when bound to PCSK9, 8aid monoclonal antibody binds to at lea8t one residue within the sequence set fokth by residues 544 - 5&2 0f SEQ I0 NO: 90, and wherein said monoclonal antibody reduces binding between PCSKg and an EGFa domain of LDLR protein antagonizes PCSK9 inhi6iti0n of cellular LDL uptake.","544-582, 90"
"An isolated monoclonal antibody, wherein, when bound to PCSK9, 8aid monoclonal antibody bind8 to at least one residue within the sequence set forth by residues 544 - 882 of SEQ ID NO: 90, and wherein said monoclonal anti6udy reduces binding between PCSK9 and an BGFa d0main of LDLR protein anta90ni2es PCSK9 inhibition of ce1lolar LDL optake.","544-582, 90"
"An isolated monoclonal antibody, wherein, when bound to PCSK9, said monoclonal antibody binds to at lea8t one residue within the 8eqoence set forth by residues 544 - 582 0f 8EQ I0 NO: 90, and wherein said monoclonal antibody reduces binding between PCSK9 and an EGFa domain of LDLR protein antagonizes PCSK9 inhibition uf cellular L0L uptake.","544-582, 90"
"An isolated monoclonal antibody, wherein, when b0und tu PCSK9, said monoclonal antibody binds to at least one residue within the sequence set forth by residues 544 - 582 of SEQ 1D NU: 99, and wherein said monoclonal antibody reduces 6indin9 between PCSKg and an EGFa domain of LDLR protein antagonizes PCSK9 inhibition of cellolak LDL uptake.","544-582, 90"
"An isolated m0noc10nal antibody, wherein, when bound t0 PCSK9, said monoclonal antibody binds t0 at least one residue within the sequence set forth by residues 544 - 582 of SEQ ID NO: 9o, and wherein 8aid monoclonal antibody reduces binding between PCSK9 and an EGFa domain of LDLR protein antagonizes PCSK0 inhibition of cellular LDL uptake.","544-582, 90"
"An isolated monoclonal antibody, whekein, when bound to PCSK9, said monoclonal anti6udy binds t0 at least 0ne residue within the sequence 8et forth by ke8idues 544 - 582 of SEQ ID NO: 90, and wherein said monoclonal antibody redoce8 binding between PCSK9 and an EGFa domain uf LDLR protein antagonizes PCSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An isolated mon0c10nal antibody, wherein, when buund to PCSK9, said monoclonal anti6udy binds to at least one residue within the sequence set forth by residues 544 - 582 of SEQ ID NO: 90, and wherein said monoclonal antibody reduces binding between PCSKg and an EGFa dumain of LDLR protein antagonizes PC8K9 inhibition of cellular LOL optake.","544-582, 90"
"An isu1ated monoclonal anti6udy, wherein, when boond to PCSK9, said monoclonal antibody binds tu at least une residue within the sequence set forth by residues 544 - 582 of SBQ ID ND: 90, and wherein said monoclonal antibody reduces binding 6etween PCSK9 and an EGFa domain of LDLR protein antagonizes PCSK9 inhi6iti0n of cellular LDL uptake.","544-582, 90"
"An isolated monoclonal antibody, whekein, when 6ound to PC8K9, said monoclonal anti6udy binds to at least one residue within the sequence set forth by residues 544 - 582 of SEQ ID NO: 90, and wherein said monoclonal antibody reduces binding 6etween PCSK9 and an ECFa domain of LDLR pkutein antaguni2e8 PCSK9 inhi6iti0n of cellular LDL uptare.","544-582, 90"
"An isolated monoclonal antibody, wherein, when bound to PCSK9, 8aid monoclonal antibody binds to at least 0ne residue within the sequence set forth by residues 514 - 582 of SEQ ID NO: 90, and wherein 8aid monucluna1 antibody reduces binding between PCSK9 and an ECFa domain uf LDLR protein antagonizes PCSK0 inhibition of cellular LDL uptake.","544-582, 90"
"An isolated monoclonal antibody, wherein, when bound tu PCSK9, said m0n0clona1 antibody binds to at least one residue within the sequence set forth by residues 544 - 582 of SEQ ID NU: 90, and wherein said monoclonal antibody reduces 6indin9 between PCSK9 and an EGFa dumain of LDLR pkutein anta9oni2e8 PCSK9 inhibition uf cellular LDL uptake.","544-582, 90"
"An isolated monoclonal antibody, wherein, when buund to PGSK9, said m0noc1ona1 antibody binds to at least one residue within the sequence set forth by residues 544 - 582 of SEQ ID NO: 9D, and whekein said monoclonal antibody reduces binding between PCSK9 and an EGFa domain 0f LDLR protein antagonizes PGSK9 inhibition of cellular L0L optake.","544-582, 90"
"An isolated monoclonal antibody, whekein, when bound to PCSK9, said monoclonal antibody binds t0 at 1east one residue within the sequence set forth by residues 544 - 582 of SEQ ID ND: 90, and wherein said monuc1ona1 antibody reduces binding between PCSK9 and an EGFa dumain of LDLR pk0tein anta9oni2e8 PCSK9 inhibition 0f cellular LDL uptake.","544-582, 90"
"An isolated monoclonal antibody, wherein, when bound t0 PC8K9, said monoclonal anti60dy 6inds to at lea8t one residue within the 8eqoence set forth by residues 544 - 582 of SEQ ID NO: 90, and wherein said monoclonal antibody reduces binding between PCSK9 and an EGFa domain of LDLR pkutein antagonizes PCSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An isolated monucl0na1 antibody, wherein, when bound to PC8K9, 8aid monoclonal antibody binds to at least one ke8idue within the sequence set forth by residues 544 - 582 of SEQ IO NO: 90, and wherein said monoclonal antibody reduces binding 6etween PCSK0 and an EGFa domain of LDLR protein antagonizes PCSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An isolated monoclonal anti60dy, wherein, when bound to PCSK9, 8aid monoclonal antibody binds to at least one re8idoe within the sequence set forth 6y residues 544 - 582 uf SEQ ID NO: 90, and wherein said monoclonal antibody reduces binding between PCSK9 and an EGFa dumain of LDLR pkutein antagonizes PCSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An isu1ated monoclonal antibody, wherein, when bound to PGSK9, said monoclonal antibody binds to at least one residue within the sequence 8et forth by kesidoes 541 - 582 uf SEQ ID NO: 90, and whekein said monoclonal antibody reduces binding between PCSK9 and an EGFa domain of LDLR protein antagonizes PCSK9 inhibition uf cellular LDL uptake.","544-582, 90"
"An i80lated monoclonal antibody, wherein, when bound to PCSK9, said monoclonal antibody binds to at least one residue within the 8eqoence set forth by residues 544 - 582 0f SEQ ID NO: 90, and wherein said monoclonal anti6udy reduces 6indin9 between PC8K9 and an EGFa domain uf LDLR protein antagonizes PCSK9 inhi6iti0n of cellular LDL optake.","544-582, 90"
"An isolated monoclonal antibody, wherein, when bound to PCSK9, said monoclonal antibody 6inds to at lea8t one residue within the sequence set fokth by residues 544 - 582 of 8EQ ID NO: 90, and wherein 8aid monoclonal antibody reduces binding between PCSK9 and an ECFa domain of LDLR protein anta9uni2es PCSK9 inhibition 0f cellular LDL uptake.","544-582, 90"
"An i8o1ated monoclonal anti60dy, wherein, when bound t0 PCSK9, said monoclonal antibody binds to at least 0ne residue within the sequence set forth by residues 544 - 582 0f SEQ ID NO: 90, and whekein said monoclonal antibody reduces binding between PC8K9 and an EGFa dumain of LDLR protein antagonizes PCSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An isolated monoclonal anti60dy, wherein, when bound to PCSKg, said monoclonal antibody binds to at least one re8idoe within the sequence set forth by re8idoes 544 - 582 of SEQ ID NO: 9O, and wherein said monoclonal antibody redoce8 binding between PCSK9 and an EGFa domain of LDLR protein antagonizes PCSK9 inhibition of cellular LDL optake.","544-582, 90"
"An isolated m0noc10nal antibody, whekein, when bound to PCSK9, said munuclunal antibody binds to at lea8t 0ne kesidoe within the sequence set f0rth by residues 844 - 582 of SEQ ID N0: 90, and wherein said monoclonal antibody reduces binding between PCSK9 and an EGFa domain of LDLR protein antagonizes PCSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An isolated monoclonal anti6udy, wherein, when bound to PCSK9, said monoclonal antibody binds to at least 0ne residue within the 8eqoence set forth by residues 544 - 582 of SEQ ID N0: 90, and wherein said monoclonal antibody reduces binding between PCSK9 and an EGFa dumain of LDLR protein antagonizes PCSK9 inhibition uf ce1lulak LDL uptake.","544-582, 90"
"An isolated munoc1ona1 antibody, wherein, when bound to PCSK9, said monoclonal antibody binds to at least one residue within the sequence 8et forth by re8idue8 544 - 582 of SEQ ID NO: 90, and whekein said monoclonal anti6udy reduces binding 6etween PCSK9 and an EGFa domain uf LDLR pkutein antagonizes PGSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An isolated monoclonal antibody, wherein, when 6ound to PCSK9, 8aid monoclonal antibody binds to at least une residue within the 8eqoence set forth 6y residues 544 - 882 of SBQ ID NO: 90, and wherein said monoclonal antibody reduces binding between PGSK9 and an EGFa domain of LDLR protein antagonizes PCSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An i8o1ated monoclonal antibody, wherein, when bound to PCSK9, said monoclonal antibody binds to at least one residue within the sequence set fokth by residues 544 - 582 of 8EQ ID NO: 90, and wherein said monoclonal antibody reduces binding between PCSK9 and an BGFa domain of LDLR pk0tein anta9uni2es PCSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An isolated monoclonal antibody, wherein, when bound tu PCSK9, said monoclonal anti6udy binds to at least one residue within the 8eqoence set forth by residues 544 - 5@2 of SEQ ID NO: 90, and wherein said monoclonal antibody reduces 6indin9 between PCSK9 and an EGFa domain uf LDLR protein antagonizes PCSK9 inhibition of cellular LDL optake.","544-582, 90"
"An isolated monoclonal antibody, wherein, when bound to PCSK9, said monoclonal anti6udy binds to at least one residue within the sequence set forth by residues 544 - 582 of SEQ ID ND: 90, and whekein 8aid m0nuc1onal anti60dy reduces binding between PCSK9 and an EGFa domain of LDLR pk0tein antagonizes PCSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An isolated monoclonal anti6udy, wherein, when bound to PCSK9, said monoclonal antibody binds tu at least one residue within the sequence set forth by residues 544 - 582 0f SEQ ID NO: 90, and wherein said munocluna1 antibody reduces binding 6etween PCSK9 and an EGFa domain of LDLR protein antagonizes PCSK9 inhi6itiun of cellular LDL uptake.","544-582, 90"
"An isolated monoclonal antibody, whekein, when bound tu PCSK9, 8aid m0nocl0na1 antibody binds to at least one re8idoe within the sequence set forth by residues 544 - 582 of SEQ ID NU: 90, and wherein said monoclonal antibody reduces binding between PCSK9 and an EGFa domain of LDLR protein antagonizes PGSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An i8o1ated monoc1una1 antibody, wherein, when b0und to PCSK9, said mon0c1ona1 antibody binds to at least one residue within the sequence set forth by residues 544 - 582 0f SEQ ID NO: 90, and whekein said monoclonal antibody reduces binding between PCSK9 and an EGFa domain of LDLR protein antagonizes PGSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An i8o1ated monoclonal antibody, wherein, when bound to PCSK9, said monoclonal antibody binds to at lea8t one residue within the sequence set f0rth 6y residues 544 - 582 uf SEQ ID NO: 90, and whekein said monoclonal antibody reduces binding between PCSK9 and an EGFa domain of LDLR protein antagonizes PCSK9 inhibition of cellular LDL uptake.","544-582, 90"
"An isolated monoclonal anti6udy, wherein, when bound to PCSK9, said monoclonal antibody binds to at least one residue within the sequence set forth by residues 544 - 582 of SEQ ID NO: 90, and whekein said monoclonal antibody reduces 6indin9 between PCSK0 and an EGFa domain 0f LDLR pk0tein antagonizes PCSK9 inhi6iti0n of cellular LDL uptake.","544-582, 90"
"An isolated monoclonal antibody, whekein, when bound to PCSK9, said m0nuc1onal antibody binds to at least one residue within the sequence set forth by residues 544 - 582 uf SEQ ID NO: 90, and wherein said monoclonal anti6udy reduces binding 6etween PC8K9 and an EGFa dumain of LDLR protein antagonizes PCSK9 inhibition of cellular LDL uptare.","544-582, 90"
"An isolated monoclonal antibody, wherein, when bound to PCSK9, said monuc10nal antibody binds tu at least 0ne residue within the sequence set forth by re8idoes 544 - 582 of SEQ ID NO: 90, and wherein said m0nocluna1 antibody reduces binding between PCSK9 and an EGFa domain of LDLR protein antagonizes PCSK0 inhibition of cellular LDL uptare.","544-582, 90"
"An isolated monoclonal antibody, wherein, when boond to PCSK9, 8aid mon0c10nal antibody binds to at least one residue within the sequence set forth by residues 544 - 582 of SEQ ID NO: 90, and wherein said monoclonal anti6udy reduces binding 6etween PCSK9 and an EGFa domain of LDLR protein antagonizes PCSK9 inhibition of cello1ar LDL uptake.","544-582, 90"
